oekobaudatProcessUuid;oekobaudatDatastockUuid;oekobaudatDatastockName;productId;tBaustoffVersion;productName;eolCategoryId;eolCategoryName;eolScenarioUnbuiltReal;eolScenarioUnbuiltPotential;technologyFactor;Fremd-/Störstoffbeschreibung;Störstoffklasse
5541250a-f8d8-4c67-9f24-47ab54686c30;ca70a7e6-0ea4-4e90-a947-d44585783626;OBD_2024_I;165;2024-Q4;Kunstharzputz;83;organ. Putz;Dep-;Dep-;0.0;ohne Fremd-/Störstoffe;S0
592ffe6e-4c21-4a24-ba67-273acbfca373;ca70a7e6-0ea4-4e90-a947-d44585783626;OBD_2024_I;45;2024-Q4;Dachziegel / Ton-;26;Tondachziegel;RC+;RC+;1.0;ohne Fremd-/Störstoffe;S0
b4cfc1a1-d1dc-413f-ab48-d6d52e498837;ca70a7e6-0ea4-4e90-a947-d44585783626;OBD_2024_I;337;2024-Q4;WDVS Verklebung und Beschichtung Silikonharzputz;83;organ. Putz;Dep-;Dep-;0.0;ohne Fremd-/Störstoffe;S0
ee6d9736-2ddd-4d2d-acc1-3ea1031c1f9e;ca70a7e6-0ea4-4e90-a947-d44585783626;OBD_2024_I;44;2024-Q4;Dachsteine / Beton-;25;Betondachstein;RC+;RC+;1.0;ohne Fremd-/Störstoffe;S0
ee6d9736-2ddd-4d2d-acc1-3ea1031c1f9e;ca70a7e6-0ea4-4e90-a947-d44585783626;OBD_2024_I;44;2024-Q4;Dachsteine / Beton-;25;Betondachstein;RC+;RC+;1.0;stahlbewehrung;S2
ee6d9736-2ddd-4d2d-acc1-3ea1031c1f9e;ca70a7e6-0ea4-4e90-a947-d44585783626;OBD_2024_I;44;2024-Q4;Dachsteine / Beton-;25;Betondachstein;RC+;RC+;1.0;"feinkörn. Material (Putze, Mörtel); org. Verbind., Bitumenreste, Gips in geringen Mengen (z.B. Feuchteabdichtungen, Spachteln, Anstriche)";S2
ee6d9736-2ddd-4d2d-acc1-3ea1031c1f9e;ca70a7e6-0ea4-4e90-a947-d44585783626;OBD_2024_I;44;2024-Q4;Dachsteine / Beton-;25;Betondachstein;RC+;RC+;1.0;"org. V., Bitumen, Gips, Leichtanteile in größeren Mengen (z.B. Gipsputz, Bitumendickschicht, Folien, Flüssigabdichtungen, Dämmstoffreste); Epoxidharz in geringen Mengen (Fugenmassen bei WU Beton, Feuchteabdichtung)";S3
ee6d9736-2ddd-4d2d-acc1-3ea1031c1f9e;ca70a7e6-0ea4-4e90-a947-d44585783626;OBD_2024_I;44;2024-Q4;Dachsteine / Beton-;25;Betondachstein;RC+;RC+;1.0;reaktionsharzbeschichtung (z.b. kunstharzbelag);S4
514d0f56-13d8-45a3-9267-01be064d6ce3;ca70a7e6-0ea4-4e90-a947-d44585783626;OBD_2024_I;166;2024-Q4;Kunststeinplatte (Epoxidharz gebunden);84;Kunststein;Dep-;Dep-;0.0;ohne Fremd-/Störstoffe;S0
514d0f56-13d8-45a3-9267-01be064d6ce3;ca70a7e6-0ea4-4e90-a947-d44585783626;OBD_2024_I;166;2024-Q4;Kunststeinplatte (Epoxidharz gebunden);84;Kunststein;Dep-;Dep-;0.0;kalkmörtel (leicht trennbar);S1
514d0f56-13d8-45a3-9267-01be064d6ce3;ca70a7e6-0ea4-4e90-a947-d44585783626;OBD_2024_I;166;2024-Q4;Kunststeinplatte (Epoxidharz gebunden);84;Kunststein;Dep-;Dep-;0.0;kalkzementmörtel, imprägnierung;S2
3abc810c-ef3a-4ab4-b6d8-0217716e213e;ca70a7e6-0ea4-4e90-a947-d44585783626;OBD_2024_I;41;2024-Q4;Calciumsulfatestrich;23;Estrich CA - Anhydritestrich;Dep+;RC-;0.25;ohne Fremd-/Störstoffe;S0
3abc810c-ef3a-4ab4-b6d8-0217716e213e;ca70a7e6-0ea4-4e90-a947-d44585783626;OBD_2024_I;41;2024-Q4;Calciumsulfatestrich;23;Estrich CA - Anhydritestrich;Dep+;RC-;0.25;geringfügig verunreinigt (konv. Besch, Klebstoffreste, Belagsreste, Bitumenreste);S2
3abc810c-ef3a-4ab4-b6d8-0217716e213e;ca70a7e6-0ea4-4e90-a947-d44585783626;OBD_2024_I;41;2024-Q4;Calciumsulfatestrich;23;Estrich CA - Anhydritestrich;Dep+;RC-;0.25;"Heizungsverteilrohre; verunreinigt mit Dämmstoff, Kunststoff/Bitumen (Bahnen, Beschichtungen, Flüssigfolie/-abdichtung)";S3
bfa45a2b-0f25-4dea-b550-50f3d49a548f;ca70a7e6-0ea4-4e90-a947-d44585783626;OBD_2024_I;193;2024-Q4;Spanplatte, melaminbeschichtet;99;Melaminbeschichtet;EV-;EV-;0.0;ohne Fremd-/Störstoffe;S0
bfa45a2b-0f25-4dea-b550-50f3d49a548f;ca70a7e6-0ea4-4e90-a947-d44585783626;OBD_2024_I;193;2024-Q4;Spanplatte, melaminbeschichtet;99;Melaminbeschichtet;EV-;EV-;0.0;Klebstoff-, Bodenbelagsreste, Trennfolien;S2
a7c7dd86-4cbe-487c-89f9-1bdd8ebdabec;ca70a7e6-0ea4-4e90-a947-d44585783626;OBD_2024_I;159;2024-Q4;Korklinoleum FuÃbodenbelag;79;Elast BB - Linoleumbelag;EV-;EV-;0.0;ohne Fremd-/Störstoffe;S0
a7c7dd86-4cbe-487c-89f9-1bdd8ebdabec;ca70a7e6-0ea4-4e90-a947-d44585783626;OBD_2024_I;159;2024-Q4;Korklinoleum FuÃbodenbelag;79;Elast BB - Linoleumbelag;EV-;EV-;0.0;Klebstoff-, Bodenbelagsreste, Trennfolien;S2
321a3ced-7d27-4bc0-bb6e-eb1cca5e3ccb;ca70a7e6-0ea4-4e90-a947-d44585783626;OBD_2024_I;274;2024-Q4;Schotter 16/32 (getrocknet);78;Kies / Schotter / Splitt;CL+;CL+;1.0;ohne Fremd-/Störstoffe;S0
e298e69e-ec22-4c73-b643-7444520133a4;ca70a7e6-0ea4-4e90-a947-d44585783626;OBD_2024_I;57;2024-Q4;Drei-Schichtholzplatte;32;Holzwerkstoff - nicht beschichtet;RC+;RC+;1.0;dampfdruckausgleichsschicht (bitumenbahnen mit metalleinlage);S2
e298e69e-ec22-4c73-b643-7444520133a4;ca70a7e6-0ea4-4e90-a947-d44585783626;OBD_2024_I;57;2024-Q4;Drei-Schichtholzplatte;32;Holzwerkstoff - nicht beschichtet;RC+;RC+;1.0;verunreinigt mit dämmstoff, kunststoff/bitumen (bahnen, beschichtungen);S3
f501dc99-706c-4b15-aaec-2cca2b409b41;ca70a7e6-0ea4-4e90-a947-d44585783626;OBD_2024_I;284;2024-Q4;Splitt 2/15;78;Kies / Schotter / Splitt;CL+;CL+;1.0;ohne Fremd-/Störstoffe;S0
08dd6b43-d77b-48fe-8c97-c68294ed4f75;ca70a7e6-0ea4-4e90-a947-d44585783626;OBD_2024_I;285;2024-Q4;Splitt 2/15 (getrocknet);78;Kies / Schotter / Splitt;CL+;CL+;1.0;ohne Fremd-/Störstoffe;S0
ed391263-0e6d-43dd-ad3e-43607545f281;ca70a7e6-0ea4-4e90-a947-d44585783626;OBD_2024_I;199;2024-Q4;Linoleum;79;Elast BB - Linoleumbelag;EV-;EV-;0.0;ohne Fremd-/Störstoffe;S0
ed391263-0e6d-43dd-ad3e-43607545f281;ca70a7e6-0ea4-4e90-a947-d44585783626;OBD_2024_I;199;2024-Q4;Linoleum;79;Elast BB - Linoleumbelag;EV-;EV-;0.0;Klebstoff-, Bodenbelagsreste, Trennfolien;S2
ed734c48-a58f-4f92-a9f7-57631b500fdc;ca70a7e6-0ea4-4e90-a947-d44585783626;OBD_2024_I;226;2024-Q4;PE-HD mit PP-Vlies zur Abdichtung;16;KSTBahn;EV-;EV-;0.0;ohne Fremd-/Störstoffe;S0
ed734c48-a58f-4f92-a9f7-57631b500fdc;ca70a7e6-0ea4-4e90-a947-d44585783626;OBD_2024_I;226;2024-Q4;PE-HD mit PP-Vlies zur Abdichtung;16;KSTBahn;EV-;EV-;0.0;klebereste;S3
b4634111-dc95-4873-8614-9ab38bd11d42;ca70a7e6-0ea4-4e90-a947-d44585783626;OBD_2024_I;322;2024-Q4;Unterspannbahn PP;16;KSTBahn;EV-;EV-;0.0;ohne Fremd-/Störstoffe;S0
b4634111-dc95-4873-8614-9ab38bd11d42;ca70a7e6-0ea4-4e90-a947-d44585783626;OBD_2024_I;322;2024-Q4;Unterspannbahn PP;16;KSTBahn;EV-;EV-;0.0;klebereste;S3
8d0ee729-dbb3-4a45-ab4a-3e9acf2ba858;ca70a7e6-0ea4-4e90-a947-d44585783626;OBD_2024_I;321;2024-Q4;Unterspannbahn PE gewebeverstÃ¤rkt;16;KSTBahn;EV-;EV-;0.0;ohne Fremd-/Störstoffe;S0
8d0ee729-dbb3-4a45-ab4a-3e9acf2ba858;ca70a7e6-0ea4-4e90-a947-d44585783626;OBD_2024_I;321;2024-Q4;Unterspannbahn PE gewebeverstÃ¤rkt;16;KSTBahn;EV-;EV-;0.0;klebereste;S3
5f0bc680-a252-46d6-a47a-a4b5a05318bc;ca70a7e6-0ea4-4e90-a947-d44585783626;OBD_2024_I;227;2024-Q4;PE-Noppenfolie zur Abdichtung;16;KSTBahn;EV-;EV-;0.0;ohne Fremd-/Störstoffe;S0
5f0bc680-a252-46d6-a47a-a4b5a05318bc;ca70a7e6-0ea4-4e90-a947-d44585783626;OBD_2024_I;227;2024-Q4;PE-Noppenfolie zur Abdichtung;16;KSTBahn;EV-;EV-;0.0;klebereste;S3
42d6f768-fb28-4105-ad21-078cc7af27a6;ca70a7e6-0ea4-4e90-a947-d44585783626;OBD_2024_I;224;2024-Q4;PE/PP Vlies;16;KSTBahn;EV-;EV-;0.0;ohne Fremd-/Störstoffe;S0
42d6f768-fb28-4105-ad21-078cc7af27a6;ca70a7e6-0ea4-4e90-a947-d44585783626;OBD_2024_I;224;2024-Q4;PE/PP Vlies;16;KSTBahn;EV-;EV-;0.0;klebereste;S3
d1ab548a-3626-4667-9690-baff659e10d5;ca70a7e6-0ea4-4e90-a947-d44585783626;OBD_2024_I;66;2024-Q4;EVA-Dachbahnen;16;KSTBahn;EV-;EV-;0.0;ohne Fremd-/Störstoffe;S0
d1ab548a-3626-4667-9690-baff659e10d5;ca70a7e6-0ea4-4e90-a947-d44585783626;OBD_2024_I;66;2024-Q4;EVA-Dachbahnen;16;KSTBahn;EV-;EV-;0.0;klebereste;S3
dcde634c-51b1-4d94-9206-cba9f9fd6822;ca70a7e6-0ea4-4e90-a947-d44585783626;OBD_2024_I;58;2024-Q4;ECB Kunststoff-Dachbahn nach DIN 16729 (mit PES Vlies);16;KSTBahn;EV-;EV-;0.0;ohne Fremd-/Störstoffe;S0
dcde634c-51b1-4d94-9206-cba9f9fd6822;ca70a7e6-0ea4-4e90-a947-d44585783626;OBD_2024_I;58;2024-Q4;ECB Kunststoff-Dachbahn nach DIN 16729 (mit PES Vlies);16;KSTBahn;EV-;EV-;0.0;klebereste;S3
28a26228-4acd-4bba-b62c-54a54c35526f;ca70a7e6-0ea4-4e90-a947-d44585783626;OBD_2024_I;48;2024-Q4;Dampfbremse PET gitterverstÃ¤rkt;16;KSTBahn;EV-;EV-;0.0;ohne Fremd-/Störstoffe;S0
28a26228-4acd-4bba-b62c-54a54c35526f;ca70a7e6-0ea4-4e90-a947-d44585783626;OBD_2024_I;48;2024-Q4;Dampfbremse PET gitterverstÃ¤rkt;16;KSTBahn;EV-;EV-;0.0;klebereste;S3
1d6be2f4-3c85-4318-a712-1ee0198168eb;ca70a7e6-0ea4-4e90-a947-d44585783626;OBD_2024_I;323;2024-Q4;Unterspannbahn PUR auf PET-Vlies;16;KSTBahn;EV-;EV-;0.0;ohne Fremd-/Störstoffe;S0
1d6be2f4-3c85-4318-a712-1ee0198168eb;ca70a7e6-0ea4-4e90-a947-d44585783626;OBD_2024_I;323;2024-Q4;Unterspannbahn PUR auf PET-Vlies;16;KSTBahn;EV-;EV-;0.0;klebereste;S3
23fc083c-960d-4d31-a509-f383e01c3179;ca70a7e6-0ea4-4e90-a947-d44585783626;OBD_2024_I;31;2024-Q4;BlÃ¤hton LB Planstein AuÃenwand;17;Leichtbeton - best case;SV;RC-;0.25;ohne Fremd-/Störstoffe;S0
23fc083c-960d-4d31-a509-f383e01c3179;ca70a7e6-0ea4-4e90-a947-d44585783626;OBD_2024_I;31;2024-Q4;BlÃ¤hton LB Planstein AuÃenwand;17;Leichtbeton - best case;SV;RC-;0.25;"feinkörn. Material (Putze, Mörtel); org. Verbind., Bitumenreste, Gips in geringen Mengen (z.B. Feuchteabdichtungen, Spachteln, Anstriche)";S2
23fc083c-960d-4d31-a509-f383e01c3179;ca70a7e6-0ea4-4e90-a947-d44585783626;OBD_2024_I;31;2024-Q4;BlÃ¤hton LB Planstein AuÃenwand;17;Leichtbeton - best case;SV;RC-;0.25;"org. V., Bitumen, Gips, Leichtanteile in größeren Mengen (z.B. Gipsputz, Bitumendickschicht, Folien, Flüssigabdichtungen, Dämmstoffreste); Epoxidharz in geringen Mengen (Fugenmassen bei WU Beton, Feuchteabdichtung)";S3
2e60360a-61f1-4d86-a537-a50a3d4165ba;ca70a7e6-0ea4-4e90-a947-d44585783626;OBD_2024_I;314;2024-Q4;Transparente Platten PVC;20;PVC hart;SV;SV;0.0;metallteile;S1
73de9e80-8ed2-47d8-b5b6-854c84166f24;ca70a7e6-0ea4-4e90-a947-d44585783626;OBD_2024_I;84;2024-Q4;Kunststofftrahmen PVC [kg/mÂ² Rahmen];20;PVC hart;SV;SV;0.0;metallteile;S1
d8aa07b1-b3aa-41b0-a17b-f8f5e15f37f3;ca70a7e6-0ea4-4e90-a947-d44585783626;OBD_2024_I;34;2024-Q4;Blendrahmen PVC-U;20;PVC hart;SV;SV;0.0;metallteile;S1
9b619143-9ea3-4573-9839-b6ebd75c71a1;ca70a7e6-0ea4-4e90-a947-d44585783626;OBD_2024_I;261;2024-Q4;Schaumbeton DÃ¤mmplatten;18;Mineralplatte;Dep+;SV;0.75;ohne Fremd-/Störstoffe;S0
9b619143-9ea3-4573-9839-b6ebd75c71a1;ca70a7e6-0ea4-4e90-a947-d44585783626;OBD_2024_I;261;2024-Q4;Schaumbeton DÃ¤mmplatten;18;Mineralplatte;Dep+;SV;0.75;Putze, Klebespachtel (WDVS), Alukaschierung, Gipskarton;S2
414d0e5b-7628-466c-89d3-56e107b60aa6;ca70a7e6-0ea4-4e90-a947-d44585783626;OBD_2024_I;239;2024-Q4;Porenbeton MineraldÃ¤mmplatte;18;Mineralplatte;Dep+;SV;0.75;ohne Fremd-/Störstoffe;S0
414d0e5b-7628-466c-89d3-56e107b60aa6;ca70a7e6-0ea4-4e90-a947-d44585783626;OBD_2024_I;239;2024-Q4;Porenbeton MineraldÃ¤mmplatte;18;Mineralplatte;Dep+;SV;0.75;Putze, Klebespachtel (WDVS), Alukaschierung, Gipskarton;S2
5d087386-ed6b-4786-b37b-87164384927b;ca70a7e6-0ea4-4e90-a947-d44585783626;OBD_2024_I;67;2024-Q4;Expandierte Perlit-DÃ¤mmplatten fÃ¼r den Innenbereich;18;Mineralplatte;Dep+;SV;0.75;ohne Fremd-/Störstoffe;S0
5d087386-ed6b-4786-b37b-87164384927b;ca70a7e6-0ea4-4e90-a947-d44585783626;OBD_2024_I;67;2024-Q4;Expandierte Perlit-DÃ¤mmplatten fÃ¼r den Innenbereich;18;Mineralplatte;Dep+;SV;0.75;Putze, Klebespachtel (WDVS), Alukaschierung, Gipskarton;S2
af3510f4-3c5d-45a4-8162-16df43aaca34;ca70a7e6-0ea4-4e90-a947-d44585783626;OBD_2024_I;40;2024-Q4;Calciumsilikatplatte;18;Mineralplatte;Dep+;SV;0.75;ohne Fremd-/Störstoffe;S0
af3510f4-3c5d-45a4-8162-16df43aaca34;ca70a7e6-0ea4-4e90-a947-d44585783626;OBD_2024_I;40;2024-Q4;Calciumsilikatplatte;18;Mineralplatte;Dep+;SV;0.75;Putze, Klebespachtel (WDVS), Alukaschierung, Gipskarton;S2
a1deced7-6fa9-4266-bc86-da75b3653b06;ca70a7e6-0ea4-4e90-a947-d44585783626;OBD_2024_I;194;2024-Q4;Leichtbetonstein aus 100% Naturbims;17;Leichtbeton - best case;SV;RC-;0.25;ohne Fremd-/Störstoffe;S0
a1deced7-6fa9-4266-bc86-da75b3653b06;ca70a7e6-0ea4-4e90-a947-d44585783626;OBD_2024_I;194;2024-Q4;Leichtbetonstein aus 100% Naturbims;17;Leichtbeton - best case;SV;RC-;0.25;"feinkörn. Material (Putze, Mörtel); org. Verbind., Bitumenreste, Gips in geringen Mengen (z.B. Feuchteabdichtungen, Spachteln, Anstriche)";S2
a1deced7-6fa9-4266-bc86-da75b3653b06;ca70a7e6-0ea4-4e90-a947-d44585783626;OBD_2024_I;194;2024-Q4;Leichtbetonstein aus 100% Naturbims;17;Leichtbeton - best case;SV;RC-;0.25;"org. V., Bitumen, Gips, Leichtanteile in größeren Mengen (z.B. Gipsputz, Bitumendickschicht, Folien, Flüssigabdichtungen, Dämmstoffreste); Epoxidharz in geringen Mengen (Fugenmassen bei WU Beton, Feuchteabdichtung)";S3
3489c0eb-415f-4dc8-8c2d-b276f6efebc6;ca70a7e6-0ea4-4e90-a947-d44585783626;OBD_2024_I;88;2024-Q4;FÃ¼nf-Schichtholzplatte;32;Holzwerkstoff - nicht beschichtet;RC+;RC+;1.0;dampfdruckausgleichsschicht (bitumenbahnen mit metalleinlage);S2
3489c0eb-415f-4dc8-8c2d-b276f6efebc6;ca70a7e6-0ea4-4e90-a947-d44585783626;OBD_2024_I;88;2024-Q4;FÃ¼nf-Schichtholzplatte;32;Holzwerkstoff - nicht beschichtet;RC+;RC+;1.0;verunreinigt mit dämmstoff, kunststoff/bitumen (bahnen, beschichtungen);S3
f4461491-586a-4770-9a04-716565e58c24;ca70a7e6-0ea4-4e90-a947-d44585783626;OBD_2024_I;273;2024-Q4;Schotter 16/32;78;Kies / Schotter / Splitt;CL+;CL+;1.0;ohne Fremd-/Störstoffe;S0
27f4902c-8a26-4a87-b723-f4a650350781;ca70a7e6-0ea4-4e90-a947-d44585783626;OBD_2024_I;89;2024-Q4;Furnierschichtholz (Laminated Veneer Lumber);32;Holzwerkstoff - nicht beschichtet;RC+;RC+;1.0;dampfdruckausgleichsschicht (bitumenbahnen mit metalleinlage);S2
27f4902c-8a26-4a87-b723-f4a650350781;ca70a7e6-0ea4-4e90-a947-d44585783626;OBD_2024_I;89;2024-Q4;Furnierschichtholz (Laminated Veneer Lumber);32;Holzwerkstoff - nicht beschichtet;RC+;RC+;1.0;verunreinigt mit dämmstoff, kunststoff/bitumen (bahnen, beschichtungen);S3
b8a652dc-48f0-4bc5-b60c-caec8d576fa4;ca70a7e6-0ea4-4e90-a947-d44585783626;OBD_2024_I;104;2024-Q4;Grauguss Bauteil;57;Stahl - Baustahl (zB StahltrÃ¤ger,..);CL+;CL+;1.0;ohne Fremd-/Störstoffe;S0
b8a652dc-48f0-4bc5-b60c-caec8d576fa4;ca70a7e6-0ea4-4e90-a947-d44585783626;OBD_2024_I;104;2024-Q4;Grauguss Bauteil;57;Stahl - Baustahl (zB StahltrÃ¤ger,..);CL+;CL+;1.0;beschichtet;S2
f848bd34-ac63-4b06-8ff6-080d310e414f;ca70a7e6-0ea4-4e90-a947-d44585783626;OBD_2024_I;292;2024-Q4;Stahl Schmiedebauteil;57;Stahl - Baustahl (zB StahltrÃ¤ger,..);CL+;CL+;1.0;ohne Fremd-/Störstoffe;S0
f848bd34-ac63-4b06-8ff6-080d310e414f;ca70a7e6-0ea4-4e90-a947-d44585783626;OBD_2024_I;292;2024-Q4;Stahl Schmiedebauteil;57;Stahl - Baustahl (zB StahltrÃ¤ger,..);CL+;CL+;1.0;beschichtet;S2
755a481d-a74b-4ba0-b417-cc26767b2d50;ca70a7e6-0ea4-4e90-a947-d44585783626;OBD_2024_I;294;2024-Q4;Stahlprofil;57;Stahl - Baustahl (zB StahltrÃ¤ger,..);CL+;CL+;1.0;ohne Fremd-/Störstoffe;S0
755a481d-a74b-4ba0-b417-cc26767b2d50;ca70a7e6-0ea4-4e90-a947-d44585783626;OBD_2024_I;294;2024-Q4;Stahlprofil;57;Stahl - Baustahl (zB StahltrÃ¤ger,..);CL+;CL+;1.0;beschichtet;S2
c7381cc7-53b7-427e-9c0b-c9edc4152602;ca70a7e6-0ea4-4e90-a947-d44585783626;OBD_2024_I;108;2024-Q4;Gussasphaltestrich;59;Gussasphaltestrich;Dep+;CL+;0.75;ohne Fremd-/Störstoffe;S0
c7381cc7-53b7-427e-9c0b-c9edc4152602;ca70a7e6-0ea4-4e90-a947-d44585783626;OBD_2024_I;108;2024-Q4;Gussasphaltestrich;59;Gussasphaltestrich;Dep+;CL+;0.75;Klebstoff-, Bodenbelagsreste, Trennfolien;S2
c7381cc7-53b7-427e-9c0b-c9edc4152602;ca70a7e6-0ea4-4e90-a947-d44585783626;OBD_2024_I;108;2024-Q4;Gussasphaltestrich;59;Gussasphaltestrich;Dep+;CL+;0.75;"Heizungsverteilrohre; verunreinigt mit Dämmstoff, Kunststoff/Bitumen (Bahnen, Beschichtungen, Flüssigfolie/-abdichtung)";S3
c92470df-8c3d-4586-904e-53801844edf5;ca70a7e6-0ea4-4e90-a947-d44585783626;OBD_2024_I;100;2024-Q4;Glasbausteine;55;Glasbaustein;Dep+;SV;0.5;ohne Fremd-/Störstoffe;S0
c92470df-8c3d-4586-904e-53801844edf5;ca70a7e6-0ea4-4e90-a947-d44585783626;OBD_2024_I;100;2024-Q4;Glasbausteine;55;Glasbaustein;Dep+;SV;0.5;"mörtel; bewehrungsstahl im mörtel";S2
c92470df-8c3d-4586-904e-53801844edf5;ca70a7e6-0ea4-4e90-a947-d44585783626;OBD_2024_I;100;2024-Q4;Glasbausteine;55;Glasbaustein;Dep+;SV;0.5;Klebstoff-, Bodenbelagsreste, Trennfolien;S3
b7b7c6be-122f-48d9-b1c2-9b81a6b7e95c;ca70a7e6-0ea4-4e90-a947-d44585783626;OBD_2024_I;80;2024-Q4;Flachsvlies (mit Flammschutzmittel);47;DS Pflanzenfaser mit Zusatzstoffen (FSM, Bindemittel);EV-;EV-;0.0;ohne Fremd-/Störstoffe;S0
b7b7c6be-122f-48d9-b1c2-9b81a6b7e95c;ca70a7e6-0ea4-4e90-a947-d44585783626;OBD_2024_I;80;2024-Q4;Flachsvlies (mit Flammschutzmittel);47;DS Pflanzenfaser mit Zusatzstoffen (FSM, Bindemittel);EV-;EV-;0.0;putz, klebespachtel, klebstoff;S3
b7b7c6be-122f-48d9-b1c2-9b81a6b7e95c;ca70a7e6-0ea4-4e90-a947-d44585783626;OBD_2024_I;80;2024-Q4;Flachsvlies (mit Flammschutzmittel);47;DS Pflanzenfaser mit Zusatzstoffen (FSM, Bindemittel);EV-;EV-;0.0;putz;S3
94b1c5c8-659a-4585-b0a2-4a4ffc2a64f6;ca70a7e6-0ea4-4e90-a947-d44585783626;OBD_2024_I;319;2024-Q4;Trockenestrich (Gipsfaserplatte);54;Gipsfaser;Dep+;RC-;0.25;gipsspachtel;S1
94b1c5c8-659a-4585-b0a2-4a4ffc2a64f6;ca70a7e6-0ea4-4e90-a947-d44585783626;OBD_2024_I;319;2024-Q4;Trockenestrich (Gipsfaserplatte);54;Gipsfaser;Dep+;RC-;0.25;wandfarbe, geringf. klebstoff-, belagsreste;S2
94b1c5c8-659a-4585-b0a2-4a4ffc2a64f6;ca70a7e6-0ea4-4e90-a947-d44585783626;OBD_2024_I;319;2024-Q4;Trockenestrich (Gipsfaserplatte);54;Gipsfaser;Dep+;RC-;0.25;verunr.mit kunststoffen, dämmstoffen, metallkasch, massivbaustoffen;S3
46c055f0-84a2-423b-ae82-5264886e51ad;ca70a7e6-0ea4-4e90-a947-d44585783626;OBD_2024_I;93;2024-Q4;Gipskartonplatte (Feuerschutz);53;Gipsplatte;Dep+;CL+;0.75;gipsspachtel;S1
46c055f0-84a2-423b-ae82-5264886e51ad;ca70a7e6-0ea4-4e90-a947-d44585783626;OBD_2024_I;93;2024-Q4;Gipskartonplatte (Feuerschutz);53;Gipsplatte;Dep+;CL+;0.75;wandfarbe, geringf. klebstoff-, belagsreste;S2
46c055f0-84a2-423b-ae82-5264886e51ad;ca70a7e6-0ea4-4e90-a947-d44585783626;OBD_2024_I;93;2024-Q4;Gipskartonplatte (Feuerschutz);53;Gipsplatte;Dep+;CL+;0.75;verunr.mit kunststoffen, dämmstoffen, metallkasch, massivbaustoffen;S3
46c055f0-84a2-423b-ae82-5264886e51ad;ca70a7e6-0ea4-4e90-a947-d44585783626;OBD_2024_I;93;2024-Q4;Gipskartonplatte (Feuerschutz);53;Gipsplatte;Dep+;CL+;0.75;ohne Fremd-/Störstoffe;S0
